product_id,category_id,sku,product_name,brand,unit_price,cost_price,rating
321,17,SKU-17-00321,Puma Cumque Suscipit,Puma,36665.36,24160.08,4.5
322,5,SKU-05-00322,Nike Amet Suscipit,Nike,1911.79,1399.28,3.4
323,30,SKU-30-00323,Apple Pariatur Doloribus,Apple,24621.62,17813.88,2.8
324,3,SKU-03-00324,Sony Ipsa Voluptatum,Sony,10734.3,6892.5,2.9
325,14,SKU-14-00325,Apple Optio Omnis,Apple,29580.15,23665.69,3.6
326,12,SKU-12-00326,Samsung Molestiae Beatae,Samsung,13856.49,10430.93,3.4
327,13,SKU-13-00327,Apple Deleniti Corporis,Apple,10970.31,9435.33,4.8
328,27,SKU-27-00328,Reliance Aliquid Ullam,Reliance,24525.71,16284.02,2.8
329,10,SKU-10-00329,Philips Consequuntur Alias,Philips,21135.78,17432.19,4.3
330,15,SKU-15-00330,OnePlus At Laudantium,OnePlus,273.59,230.75,3.1
331,27,SKU-27-00331,Sony Deserunt Sint,Sony,20334.76,13765.23,3.8
332,4,SKU-04-00332,Nike Illum Mollitia,Nike,7249.76,6017.24,3.1
333,21,SKU-21-00333,OnePlus Blanditiis Vel,OnePlus,13777.25,11482.13,4.8
334,20,SKU-20-00334,Boat Debitis At,Boat,703.73,509.24,3.1
335,5,SKU-05-00335,Nike Beatae Hic,Nike,15390.93,10788.05,3.1
336,14,SKU-14-00336,Sony Quasi Provident,Sony,19780.46,16642.85,4.9
337,3,SKU-03-00337,Boat Reiciendis Accusantium,Boat,20524.49,13647.64,3.8
338,1,SKU-01-00338,Puma Repellat Tempora,Puma,25550.82,21845.95,3.5
339,12,SKU-12-00339,Nike Delectus Fugit,Nike,24520.67,18708.18,2.7
340,8,SKU-08-00340,Reliance Similique Neque,Reliance,19699.11,16461.9,4.0
341,25,SKU-25-00341,Adidas Necessitatibus Nam,Adidas,4477.67,3421.9,3.3
342,21,SKU-21-00342,Sony Dolorum Earum,Sony,30294.44,20776.55,5.0
343,16,SKU-16-00343,Tata Nam Harum,Tata,5616.02,4638.72,4.3
344,15,SKU-15-00344,Samsung Eaque Amet,Samsung,8663.74,7406.72,3.0
345,2,SKU-02-00345,Adidas Minima Fugit,Adidas,32255.37,23340.94,5.0
346,18,SKU-18-00346,Philips Qui Blanditiis,Philips,9540.66,6407.51,3.0
347,12,SKU-12-00347,Samsung Aliquid Libero,Samsung,28142.16,21658.38,2.8
348,12,SKU-12-00348,Puma Sunt Architecto,Puma,33027.21,22248.21,4.7
349,13,SKU-13-00349,Adidas Odit Itaque,Adidas,33433.77,24345.72,3.7
350,30,SKU-30-00350,Boat Dicta Esse,Boat,8003.16,6741.35,3.6
351,14,SKU-14-00351,OnePlus Nostrum Laudantium,OnePlus,30629.85,24877.94,3.2
352,4,SKU-04-00352,Apple Recusandae Ullam,Apple,10604.58,8265.21,3.6
353,23,SKU-23-00353,Puma Saepe Aperiam,Puma,5735.73,4249.45,3.6
354,24,SKU-24-00354,Adidas Itaque Maxime,Adidas,20737.33,15409.8,4.1
355,26,SKU-26-00355,Samsung Deserunt Dolor,Samsung,2828.54,1968.53,3.4
356,26,SKU-26-00356,Reliance Perferendis Commodi,Reliance,26866.18,17017.32,2.9
357,20,SKU-20-00357,Tata Autem Odit,Tata,22794.09,19554.67,2.7
358,25,SKU-25-00358,Tata Aperiam Ab,Tata,12193.55,9221.58,3.9
359,20,SKU-20-00359,Sony Facilis At,Sony,26822.14,17008.65,3.4
360,25,SKU-25-00360,Apple Quod Sapiente,Apple,19977.92,14390.65,3.5
361,21,SKU-21-00361,Nike Quas Ab,Nike,7585.04,6315.33,4.3
362,16,SKU-16-00362,Boat Repudiandae Itaque,Boat,13657.19,9735.99,3.2
363,9,SKU-09-00363,Reliance Ratione Necessitatibus,Reliance,17921.18,11212.2,3.2
364,30,SKU-30-00364,Philips Quas Animi,Philips,6157.65,5084.44,2.7
365,6,SKU-06-00365,Reliance Perspiciatis Enim,Reliance,13302.56,11183.27,4.2
366,28,SKU-28-00366,Adidas Blanditiis Libero,Adidas,24580.11,16729.21,3.9
367,10,SKU-10-00367,Nike Aperiam Voluptate,Nike,31316.1,21298.92,4.8
368,21,SKU-21-00368,Sony Nostrum Labore,Sony,27389.94,19863.04,2.8
369,7,SKU-07-00369,Sony Nisi Doloremque,Sony,8226.63,5994.73,3.4
370,19,SKU-19-00370,Adidas Reprehenderit Enim,Adidas,18691.72,11738.41,2.8
371,29,SKU-29-00371,Apple Voluptate Architecto,Apple,2308.94,1737.13,4.3
372,16,SKU-16-00372,Boat Blanditiis A,Boat,13781.15,10328.8,3.9
373,5,SKU-05-00373,Adidas Dolores Sunt,Adidas,21767.26,16094.23,4.2
374,12,SKU-12-00374,Sony Quibusdam Doloribus,Sony,32966.37,21961.21,4.1
375,6,SKU-06-00375,Sony Itaque Odio,Sony,16958.68,10872.2,2.6
376,4,SKU-04-00376,Boat Blanditiis Nostrum,Boat,4786.32,3910.09,3.3
377,23,SKU-23-00377,LG In Ullam,LG,13713.77,8715.97,4.7
378,28,SKU-28-00378,Apple Quibusdam Ipsam,Apple,9102.92,6340.07,3.9
379,5,SKU-05-00379,Tata Magni Sit,Tata,10620.56,7640.33,3.8
380,6,SKU-06-00380,OnePlus Reiciendis Ullam,OnePlus,28711.71,23546.01,4.1
381,24,SKU-24-00381,OnePlus Quidem Occaecati,OnePlus,13319.57,8506.73,2.6
382,28,SKU-28-00382,Samsung Doloremque Sit,Samsung,3346.78,2122.45,4.4
383,9,SKU-09-00383,Tata Eveniet Inventore,Tata,7528.7,5349.13,4.0
384,1,SKU-01-00384,Philips Quae Neque,Philips,31030.59,22236.02,4.1
385,10,SKU-10-00385,Philips Quisquam Temporibus,Philips,9378.66,6197.46,3.5
386,15,SKU-15-00386,Apple Amet Quo,Apple,21060.3,17246.48,3.5
387,15,SKU-15-00387,LG Minus Corrupti,LG,10410.52,8570.79,4.7
388,11,SKU-11-00388,Reliance Ratione Iste,Reliance,32246.12,24701.78,3.5
389,25,SKU-25-00389,Adidas Rerum Repellat,Adidas,15478.96,12923.01,3.1
390,4,SKU-04-00390,Nike Pariatur Similique,Nike,13705.22,11294.94,2.6
391,13,SKU-13-00391,OnePlus Perferendis Unde,OnePlus,16641.99,10511.56,4.8
392,27,SKU-27-00392,Adidas Tempora Eveniet,Adidas,34430.36,23350.41,3.0
393,6,SKU-06-00393,Philips Repellendus Aspernatur,Philips,33865.17,24899.64,4.7
394,16,SKU-16-00394,Samsung Saepe Aspernatur,Samsung,3108.03,2342.22,3.6
395,8,SKU-08-00395,LG Fuga Numquam,LG,17139.3,14625.27,3.2
396,20,SKU-20-00396,Tata Nemo Soluta,Tata,21538.77,16845.76,2.5
397,4,SKU-04-00397,Puma Odio Deleniti,Puma,4359.03,3434.98,3.4
398,13,SKU-13-00398,Adidas Vero Magni,Adidas,1438.76,1226.54,3.9
399,12,SKU-12-00399,Boat Deserunt Minus,Boat,9645.86,7286.18,3.6
400,18,SKU-18-00400,Nike Totam Ad,Nike,29539.33,20650.25,4.0
401,5,SKU-05-00401,Apple Sint Deserunt,Apple,14938.63,9908.2,3.3
402,12,SKU-12-00402,Sony Quos Nulla,Sony,6973.5,5056.54,3.8
403,2,SKU-02-00403,Samsung Voluptate Eos,Samsung,4565.41,3512.21,3.7
404,15,SKU-15-00404,Sony Rem Consequatur,Sony,21000.38,15195.89,3.3
405,20,SKU-20-00405,Adidas Beatae Exercitationem,Adidas,6616.57,4146.3,4.3
406,10,SKU-10-00406,OnePlus Ipsa Inventore,OnePlus,12906.2,8475.7,3.8
407,23,SKU-23-00407,OnePlus Veritatis Fuga,OnePlus,11476.44,7564.79,3.4
408,22,SKU-22-00408,Apple Dolorum Eligendi,Apple,34609.55,24499.46,4.5
409,24,SKU-24-00409,Reliance Atque Laboriosam,Reliance,22369.47,15768.59,3.2
410,21,SKU-21-00410,OnePlus Amet Esse,OnePlus,21357.21,14483.1,4.0
411,6,SKU-06-00411,Boat Tempora Quia,Boat,22523.07,15762.73,4.6
412,5,SKU-05-00412,Tata Illo Consequatur,Tata,8629.91,6130.69,4.3
413,7,SKU-07-00413,Samsung Tempore Earum,Samsung,14832.53,11081.86,3.5
414,7,SKU-07-00414,Puma Aut Illum,Puma,17950.4,12595.31,3.7
415,28,SKU-28-00415,Reliance Animi Voluptate,Reliance,26728.37,18212.31,3.8
416,18,SKU-18-00416,Adidas Libero Nam,Adidas,34067.86,24953.26,3.4
417,6,SKU-06-00417,Philips Enim Rem,Philips,29747.78,22811.89,3.4
418,25,SKU-25-00418,Reliance Nihil Enim,Reliance,25774.39,17050.57,3.2
419,16,SKU-16-00419,LG Unde Corrupti,LG,30533.8,23937.7,3.2
420,10,SKU-10-00420,Nike Molestiae Quae,Nike,25782.7,17652.03,3.7
421,16,SKU-16-00421,Adidas Exercitationem Ratione,Adidas,22075.43,14056.14,4.3
422,10,SKU-10-00422,Apple Atque Exercitationem,Apple,20051.39,14379.57,4.7
423,13,SKU-13-00423,Adidas Nemo Maiores,Adidas,36092.92,23869.76,3.2
424,10,SKU-10-00424,Reliance Esse Officia,Reliance,3237.82,2067.83,4.1
425,24,SKU-24-00425,Philips Impedit Quo,Philips,8264.97,5428.27,3.2
426,18,SKU-18-00426,Reliance Asperiores Laudantium,Reliance,8230.22,6863.37,4.4
427,8,SKU-08-00427,LG Dolore Velit,LG,2124.3,1364.06,3.1
428,8,SKU-08-00428,Samsung Officia Atque,Samsung,3369.86,2594.93,3.7
429,22,SKU-22-00429,Sony Suscipit Fugit,Sony,320.09,229.02,4.8
430,14,SKU-14-00430,Tata Voluptas Cumque,Tata,36132.2,23382.3,3.7
431,7,SKU-07-00431,Nike Et Sint,Nike,11665.09,8097.08,4.8
432,3,SKU-03-00432,Tata Commodi Enim,Tata,20022.11,14395.92,4.3
433,30,SKU-30-00433,Samsung Culpa Vero,Samsung,28064.6,22839.42,4.7
434,6,SKU-06-00434,Samsung Nihil Ab,Samsung,33122.63,24929.58,3.7
435,30,SKU-30-00435,Reliance Itaque Quibusdam,Reliance,37690.64,24057.07,4.7
436,1,SKU-01-00436,Nike Aut Minima,Nike,17066.28,14242.25,5.0
437,10,SKU-10-00437,Philips Voluptatem Animi,Philips,34483.64,24728.58,3.7
438,5,SKU-05-00438,Boat Cum Odio,Boat,14536.59,11753.72,2.8
439,6,SKU-06-00439,Reliance Dolores Veritatis,Reliance,14590.48,11526.97,3.0
440,24,SKU-24-00440,Adidas Provident Nisi,Adidas,27815.03,19790.11,4.4
441,6,SKU-06-00441,OnePlus Rem Sapiente,OnePlus,33276.57,21418.05,4.6
442,17,SKU-17-00442,Adidas Asperiores Iusto,Adidas,3279.3,2259.77,3.0
443,5,SKU-05-00443,Philips Quibusdam Adipisci,Philips,10291.9,8157.68,3.2
444,8,SKU-08-00444,Philips Quaerat Eligendi,Philips,29799.38,18868.54,3.3
445,24,SKU-24-00445,OnePlus Magni Est,OnePlus,555.64,384.75,4.2
446,2,SKU-02-00446,Tata Laboriosam Aspernatur,Tata,3920.61,3043.8,3.5
447,17,SKU-17-00447,Reliance Exercitationem Tempora,Reliance,28144.95,19269.04,4.1
448,10,SKU-10-00448,Adidas Minus Necessitatibus,Adidas,19233.77,15404.17,2.8
449,5,SKU-05-00449,Philips Asperiores Molestiae,Philips,26628.75,18718.6,3.5
450,18,SKU-18-00450,Philips Iure Vel,Philips,28643.64,18958.03,4.6
451,25,SKU-25-00451,LG Autem Vel,LG,24165.43,17040.51,4.5
452,17,SKU-17-00452,Philips Reprehenderit Fuga,Philips,17396.62,13251.51,4.8
453,4,SKU-04-00453,Samsung Est Sint,Samsung,32272.16,20736.47,3.0
454,18,SKU-18-00454,Sony Iusto Qui,Sony,6440.34,4196.98,3.6
455,22,SKU-22-00455,LG Dignissimos Illo,LG,24592.73,17951.26,4.7
456,15,SKU-15-00456,Samsung Neque Dicta,Samsung,15729.79,11390.46,3.6
457,2,SKU-02-00457,Boat Iure Itaque,Boat,17572.1,11613.22,4.3
458,13,SKU-13-00458,Nike Fugit Fugiat,Nike,30350.59,20429.69,3.9
459,2,SKU-02-00459,Puma Quibusdam Unde,Puma,10229.6,8678.77,5.0
460,30,SKU-30-00460,Apple Commodi Nemo,Apple,33590.52,24654.82,3.2
461,6,SKU-06-00461,Sony Et Soluta,Sony,30483.68,19169.11,4.1
462,14,SKU-14-00462,Adidas Aperiam Commodi,Adidas,32817.73,24822.13,4.7
463,30,SKU-30-00463,Puma Dolor Quidem,Puma,13776.01,9453.57,4.2
464,18,SKU-18-00464,Sony Quam Vel,Sony,21391.27,16373.0,2.9
465,18,SKU-18-00465,Puma Eligendi Dolorum,Puma,19604.22,13268.18,3.1
466,1,SKU-01-00466,Samsung Velit Necessitatibus,Samsung,33231.29,24464.42,4.3
467,14,SKU-14-00467,Boat Iure Libero,Boat,11961.94,9543.98,3.7
468,5,SKU-05-00468,Nike Temporibus Possimus,Nike,7399.89,4793.16,4.4
469,2,SKU-02-00469,Tata Provident Aspernatur,Tata,15753.03,10539.09,4.7
470,1,SKU-01-00470,LG Accusantium Quos,LG,6253.67,5231.43,2.6
471,20,SKU-20-00471,Tata Doloremque Quis,Tata,20639.38,17611.83,4.4
472,13,SKU-13-00472,Philips Distinctio Sint,Philips,7405.58,5935.05,4.7
473,2,SKU-02-00473,Sony Perspiciatis Totam,Sony,16190.3,12647.01,4.5
474,24,SKU-24-00474,OnePlus Facilis Nobis,OnePlus,11410.26,8040.7,4.2
475,11,SKU-11-00475,LG Est Nostrum,LG,9246.87,7613.93,4.2
476,8,SKU-08-00476,Puma Quam Provident,Puma,8927.83,7582.47,4.9
477,29,SKU-29-00477,Reliance Odit Maiores,Reliance,32640.23,22798.28,3.6
478,16,SKU-16-00478,Samsung At Magnam,Samsung,38257.03,24310.03,4.2
479,26,SKU-26-00479,Boat Harum Amet,Boat,10747.57,8036.49,2.9
480,13,SKU-13-00480,Sony Doloremque Ut,Sony,25741.78,18884.96,4.6
481,10,SKU-10-00481,Reliance Minus Saepe,Reliance,5018.28,3694.36,2.6
482,14,SKU-14-00482,Puma Magni Magnam,Puma,16916.27,13976.44,3.1
483,7,SKU-07-00483,Adidas Ut Culpa,Adidas,25357.69,16202.98,4.6
484,3,SKU-03-00484,Boat Minima Est,Boat,22418.57,18142.16,3.2
485,22,SKU-22-00485,OnePlus Eum Quod,OnePlus,23320.94,15112.76,3.0
486,25,SKU-25-00486,OnePlus Natus Tempora,OnePlus,25416.17,18135.2,3.7
487,28,SKU-28-00487,Adidas Maiores Veritatis,Adidas,11925.75,7649.38,3.0
488,7,SKU-07-00488,Reliance Ipsum Fugiat,Reliance,4833.29,3021.17,3.7
489,8,SKU-08-00489,Reliance Eius Animi,Reliance,18816.27,15149.6,4.8
490,18,SKU-18-00490,Adidas Illo Sunt,Adidas,25646.79,19410.3,3.8
491,12,SKU-12-00491,Nike Omnis Quis,Nike,9130.85,6612.88,3.7
492,4,SKU-04-00492,Reliance Dignissimos Dolorem,Reliance,18014.17,11790.31,4.8
493,12,SKU-12-00493,Adidas Repellendus Autem,Adidas,14602.24,10406.86,3.1
494,5,SKU-05-00494,Samsung Facilis Amet,Samsung,10355.68,6593.28,3.9
495,14,SKU-14-00495,Nike Consequuntur Quam,Nike,5057.47,3895.04,3.4
496,27,SKU-27-00496,LG Ad Saepe,LG,18104.28,12532.61,4.2
497,9,SKU-09-00497,Philips Neque Dolore,Philips,34769.22,24166.06,3.7
498,6,SKU-06-00498,Reliance Ipsam Ab,Reliance,24394.51,19894.89,4.3
499,16,SKU-16-00499,Sony At Distinctio,Sony,31964.64,22930.79,4.1
500,2,SKU-02-00500,Boat Delectus Quaerat,Boat,1442.54,942.21,4.9
501,22,SKU-22-00501,Samsung Sunt Aliquid,Samsung,25552.3,19132.04,4.6
502,8,SKU-08-00502,Apple Debitis Velit,Apple,20437.64,17708.52,3.8
503,12,SKU-12-00503,Samsung Dolorem Officia,Samsung,22452.56,15484.1,4.0
504,16,SKU-16-00504,Tata Reprehenderit Mollitia,Tata,14121.15,12247.57,3.9
505,1,SKU-01-00505,Samsung Labore Corporis,Samsung,16917.03,13282.5,4.9
506,1,SKU-01-00506,Boat Quia Harum,Boat,29571.48,20347.61,4.5
507,30,SKU-30-00507,Sony Aliquam Voluptas,Sony,3299.24,2764.71,2.9
508,7,SKU-07-00508,OnePlus Ducimus Magni,OnePlus,20035.65,13208.75,3.2
509,13,SKU-13-00509,Apple Culpa Asperiores,Apple,12512.81,9388.98,3.9
510,23,SKU-23-00510,LG Ratione Delectus,LG,11525.33,7569.37,2.7
511,28,SKU-28-00511,Tata Enim Commodi,Tata,22665.75,19013.69,3.4
512,18,SKU-18-00512,Philips Praesentium Ipsa,Philips,1728.22,1497.26,2.9
513,16,SKU-16-00513,Puma Provident Vel,Puma,20990.65,16158.19,4.9
514,4,SKU-04-00514,Boat Tempora Ut,Boat,28811.65,22986.89,4.8
515,23,SKU-23-00515,OnePlus Exercitationem Soluta,OnePlus,13981.13,11939.96,2.7
516,30,SKU-30-00516,Nike Ipsum Exercitationem,Nike,31570.52,22492.86,2.6
517,30,SKU-30-00517,Adidas Recusandae Ad,Adidas,609.04,489.89,2.9
518,27,SKU-27-00518,Reliance Minima Consequatur,Reliance,32207.33,20540.47,3.2
519,19,SKU-19-00519,LG Doloremque Soluta,LG,21774.38,14210.73,4.2
520,18,SKU-18-00520,Adidas Illum Nemo,Adidas,14321.37,9657.77,4.5
521,23,SKU-23-00521,Reliance At Quos,Reliance,3049.42,2052.85,3.4
522,4,SKU-04-00522,Puma Nostrum Voluptate,Puma,6963.61,5880.39,4.0
523,20,SKU-20-00523,OnePlus Vero Repellendus,OnePlus,14947.9,9977.91,2.6
524,9,SKU-09-00524,Philips Consequatur Tempora,Philips,16135.42,12316.03,4.9
525,14,SKU-14-00525,Sony Fuga Perferendis,Sony,24639.45,17024.4,2.7
526,20,SKU-20-00526,Nike Laboriosam Corrupti,Nike,29376.16,19971.57,2.7
527,5,SKU-05-00527,Puma Nobis Non,Puma,25577.34,17820.76,4.3
528,11,SKU-11-00528,Adidas Ducimus Suscipit,Adidas,3172.52,2753.12,3.3
529,12,SKU-12-00529,Nike Consequatur Exercitationem,Nike,3146.32,2645.56,3.6
530,18,SKU-18-00530,Boat Repudiandae Maxime,Boat,15386.49,12859.78,2.7
531,18,SKU-18-00531,Apple Inventore Explicabo,Apple,22489.98,14963.42,4.7
532,1,SKU-01-00532,Nike Excepturi Labore,Nike,15612.32,10403.87,4.3
533,18,SKU-18-00533,LG Eos Quasi,LG,17587.54,14341.81,3.5
534,5,SKU-05-00534,Nike Deserunt Alias,Nike,10423.97,7598.17,2.7
535,14,SKU-14-00535,Nike Tenetur Quo,Nike,14479.88,10585.45,2.7
536,9,SKU-09-00536,LG Velit Dolore,LG,24785.2,18050.4,4.0
537,15,SKU-15-00537,Apple Repellendus Nisi,Apple,4005.32,3473.69,3.5
538,27,SKU-27-00538,OnePlus Perferendis Odio,OnePlus,14702.04,9559.26,3.6
539,14,SKU-14-00539,Tata Ut Iure,Tata,29504.03,24358.21,3.3
540,23,SKU-23-00540,LG Quam Quaerat,LG,14792.87,12027.34,3.5
541,11,SKU-11-00541,Nike Nulla Nemo,Nike,26398.09,18398.37,4.9
542,26,SKU-26-00542,LG Similique Corporis,LG,10482.9,8214.57,4.5
543,12,SKU-12-00543,Apple Quidem Saepe,Apple,28900.41,23308.47,5.0
544,6,SKU-06-00544,Tata Eos Beatae,Tata,22328.46,19213.69,4.3
545,23,SKU-23-00545,LG Accusantium Cupiditate,LG,14114.55,11017.53,4.2
546,27,SKU-27-00546,Puma Accusantium Et,Puma,20441.48,16857.14,3.3
547,9,SKU-09-00547,Tata Repellat Qui,Tata,5278.75,3938.17,3.4
548,15,SKU-15-00548,OnePlus Similique Expedita,OnePlus,16008.17,12032.94,3.8
549,30,SKU-30-00549,Reliance Quidem Animi,Reliance,12267.02,10515.69,4.9
550,23,SKU-23-00550,Boat Commodi Dolorum,Boat,23244.39,14886.12,2.8
551,8,SKU-08-00551,Tata Neque Distinctio,Tata,20394.87,16650.88,4.0
552,19,SKU-19-00552,Tata Commodi Dicta,Tata,22565.92,16969.05,4.4
553,26,SKU-26-00553,Puma Dolorum Reiciendis,Puma,3270.22,2738.02,3.1
554,24,SKU-24-00554,Boat Cumque Culpa,Boat,20423.59,13994.04,3.1
555,12,SKU-12-00555,Puma Possimus Ratione,Puma,16931.35,11630.27,4.2
556,5,SKU-05-00556,Adidas Porro Quisquam,Adidas,34102.97,24942.8,3.2
557,30,SKU-30-00557,Apple Eveniet Occaecati,Apple,4704.38,2990.13,2.9
558,10,SKU-10-00558,Adidas Aut Ut,Adidas,14218.19,11437.78,3.7
559,16,SKU-16-00559,Apple Veritatis Esse,Apple,16114.1,11010.33,3.3
560,10,SKU-10-00560,Samsung Temporibus Numquam,Samsung,24364.61,20273.63,4.6
561,21,SKU-21-00561,Apple Nulla Laudantium,Apple,20759.29,16960.77,5.0
562,8,SKU-08-00562,Boat In Culpa,Boat,5430.7,4443.89,3.9
563,15,SKU-15-00563,LG Ipsa Numquam,LG,28616.41,19964.12,3.0
564,22,SKU-22-00564,Puma Sint Possimus,Puma,14744.16,9950.0,4.7
565,15,SKU-15-00565,OnePlus Ea In,OnePlus,12436.87,10795.87,3.0
566,9,SKU-09-00566,Reliance Quis Enim,Reliance,23842.73,20237.37,2.8
567,28,SKU-28-00567,Boat Perferendis Nisi,Boat,6166.17,4755.3,3.6
568,9,SKU-09-00568,Tata Id Recusandae,Tata,29941.15,21579.65,4.1
569,20,SKU-20-00569,Puma Aspernatur Perferendis,Puma,21667.04,15321.58,3.4
570,28,SKU-28-00570,Philips Temporibus Perspiciatis,Philips,23458.87,15472.33,4.3
571,10,SKU-10-00571,OnePlus Necessitatibus Itaque,OnePlus,21489.27,14795.19,3.3
572,8,SKU-08-00572,Nike Dolores Debitis,Nike,3969.82,3012.03,2.9
573,13,SKU-13-00573,Puma Sapiente Nulla,Puma,21060.92,14951.0,3.6
574,16,SKU-16-00574,Tata Officiis Commodi,Tata,21078.79,13480.74,4.8
575,6,SKU-06-00575,Boat Corporis Praesentium,Boat,5446.23,4254.95,3.0
576,27,SKU-27-00576,Philips Aut Consequatur,Philips,23897.9,15523.31,4.9
577,16,SKU-16-00577,Sony Error Quae,Sony,6559.24,4958.7,3.9
578,21,SKU-21-00578,Philips Doloremque Aliquid,Philips,14106.94,10287.45,4.3
579,15,SKU-15-00579,Philips Eius Doloremque,Philips,5989.34,4264.61,4.5
580,8,SKU-08-00580,Nike Voluptate Laborum,Nike,1143.72,914.11,3.2
581,25,SKU-25-00581,Philips Iure Aperiam,Philips,21243.67,14184.7,3.7
582,17,SKU-17-00582,Apple Eveniet Omnis,Apple,18245.84,14360.58,3.9
583,12,SKU-12-00583,Boat Temporibus Quisquam,Boat,24055.87,20583.01,4.3
584,18,SKU-18-00584,LG Suscipit Consequuntur,LG,29597.69,24745.42,4.6
585,25,SKU-25-00585,LG Ipsa Accusantium,LG,12018.4,7512.95,3.6
586,12,SKU-12-00586,Apple Porro Quae,Apple,17622.55,11032.84,4.4
587,8,SKU-08-00587,LG Quo Est,LG,28696.59,20286.5,3.4
588,23,SKU-23-00588,OnePlus Excepturi Expedita,OnePlus,19418.7,15855.99,2.8
589,7,SKU-07-00589,LG Rem Blanditiis,LG,28349.34,20155.47,3.8
590,20,SKU-20-00590,Boat Repudiandae Sit,Boat,6827.6,4292.6,3.2
591,19,SKU-19-00591,Nike Deleniti Numquam,Nike,32899.68,23814.69,4.8
592,27,SKU-27-00592,Apple Voluptatum Sit,Apple,5170.94,3476.16,3.5
593,2,SKU-02-00593,Nike Tenetur Quos,Nike,26181.38,21689.49,4.7
594,8,SKU-08-00594,Sony Dolore Omnis,Sony,27127.05,17813.73,4.4
595,22,SKU-22-00595,Puma Facilis Nobis,Puma,17323.46,12287.52,3.2
596,14,SKU-14-00596,Puma Quia Quibusdam,Puma,16295.34,11354.59,4.7
597,3,SKU-03-00597,Puma Impedit Vel,Puma,16499.55,12938.78,4.8
598,12,SKU-12-00598,Philips Ea Rem,Philips,30825.1,23761.33,2.5
599,25,SKU-25-00599,Reliance Vitae Mollitia,Reliance,3840.45,2419.23,4.1
600,23,SKU-23-00600,Adidas Aliquid Vitae,Adidas,32072.79,21267.65,3.5
601,14,SKU-14-00601,LG Cum Commodi,LG,16085.42,12418.4,3.2
602,18,SKU-18-00602,OnePlus Dolores Unde,OnePlus,5140.29,3351.8,4.5
603,29,SKU-29-00603,Tata Consequuntur At,Tata,22336.62,19080.13,4.1
604,27,SKU-27-00604,Philips Illum Modi,Philips,792.61,505.41,2.9
605,15,SKU-15-00605,Samsung Doloribus Accusantium,Samsung,33289.9,24796.77,5.0
606,30,SKU-30-00606,Sony Natus Provident,Sony,28372.67,22065.48,4.7
607,29,SKU-29-00607,Nike Ullam Quae,Nike,3180.99,2424.17,2.7
608,22,SKU-22-00608,Tata Dolor Amet,Tata,5607.74,4221.57,3.3
609,23,SKU-23-00609,LG Quidem Pariatur,LG,12848.76,10787.85,2.7
610,7,SKU-07-00610,Philips Sapiente Beatae,Philips,2891.95,2040.67,3.8
611,15,SKU-15-00611,Samsung Enim Quam,Samsung,392.37,300.76,2.8
612,28,SKU-28-00612,Puma Quis Quisquam,Puma,23724.96,17381.37,3.1
613,3,SKU-03-00613,Reliance Quod Sunt,Reliance,24130.21,20168.33,3.4
614,10,SKU-10-00614,Sony Ad Laborum,Sony,14598.85,9629.75,4.7
615,21,SKU-21-00615,Tata Non Accusantium,Tata,5078.64,3657.04,2.5
616,21,SKU-21-00616,Sony Expedita Non,Sony,16312.3,11058.48,4.1
617,5,SKU-05-00617,Puma Officia Necessitatibus,Puma,20830.07,15440.29,3.0
618,29,SKU-29-00618,Apple Quis Numquam,Apple,4323.04,3586.33,4.3
619,12,SKU-12-00619,Puma Quibusdam Quis,Puma,9619.87,7931.14,3.2
620,3,SKU-03-00620,LG Consequuntur Eligendi,LG,19709.05,13879.58,4.0
621,25,SKU-25-00621,Reliance Soluta Molestias,Reliance,1175.84,767.93,4.7
622,7,SKU-07-00622,Boat Veniam Inventore,Boat,18785.75,15212.48,3.5
623,21,SKU-21-00623,Samsung Repellendus Excepturi,Samsung,29566.23,19616.66,3.1
624,13,SKU-13-00624,Apple Cumque Modi,Apple,8770.76,6102.94,2.7
625,29,SKU-29-00625,Samsung Repellendus Iusto,Samsung,38743.77,24673.38,2.8
626,28,SKU-28-00626,OnePlus Eos Ut,OnePlus,14767.5,10579.5,2.9
627,16,SKU-16-00627,Apple Totam Atque,Apple,608.57,515.57,3.2
628,2,SKU-02-00628,Samsung Quas Quidem,Samsung,31528.82,23722.13,3.2
629,23,SKU-23-00629,Boat Ex Maiores,Boat,25741.08,19201.04,3.5
630,21,SKU-21-00630,Boat Qui Animi,Boat,16437.45,13487.62,2.7
631,3,SKU-03-00631,Boat Officiis Fugit,Boat,36583.43,23031.03,2.9
632,11,SKU-11-00632,Puma Ullam Ullam,Puma,21957.15,14702.29,4.1
633,21,SKU-21-00633,Apple Voluptatem Aliquam,Apple,10536.85,7823.22,4.9
634,8,SKU-08-00634,Samsung Saepe In,Samsung,9690.21,6187.55,2.8
635,20,SKU-20-00635,OnePlus Voluptatibus Est,OnePlus,2131.42,1470.21,4.1
636,6,SKU-06-00636,Apple Vel Fugit,Apple,503.31,415.36,2.5
637,16,SKU-16-00637,Adidas Earum Maxime,Adidas,19715.01,13122.83,4.3
638,6,SKU-06-00638,Adidas Impedit Eius,Adidas,4895.76,3260.57,3.2
639,29,SKU-29-00639,Apple Dolore Odio,Apple,22459.97,19308.61,4.5
640,9,SKU-09-00640,Boat Modi Mollitia,Boat,2485.82,1690.41,3.9
