order_id,customer_id,employee_id,payment_id,order_date,order_status
9005,1019,9,9005,2026-02-07,Returned
9006,5894,56,9006,2025-06-03,Delivered
9007,5526,24,9007,2026-02-09,Cancelled
9008,9988,99,9008,2026-07-24,Cancelled
9009,2836,56,9009,2025-08-12,Delivered
9010,8450,42,9010,2025-12-28,Delivered
9011,5123,95,9011,2026-03-07,Delivered
9012,7472,5,9012,2025-09-01,Shipped
9013,8165,93,9013,2025-06-18,Delivered
9014,6067,91,9014,2026-06-27,Delivered
9015,5388,20,9015,2024-11-26,Shipped
9016,6554,67,9016,2024-11-11,Delivered
9017,4273,64,9017,2025-03-07,Delivered
9018,7715,67,9018,2025-02-10,Delivered
9019,1138,38,9019,2025-07-11,Delivered
9020,6714,41,9020,2026-02-23,Delivered
9021,2198,69,9021,2025-09-18,Delivered
9022,465,98,9022,2026-05-27,Delivered
9023,4669,70,9023,2024-08-07,Delivered
9024,7966,43,9024,2025-12-21,Delivered
9025,3667,100,9025,2025-07-20,Delivered
9026,8648,96,9026,2025-10-06,Delivered
9027,4135,29,9027,2024-09-09,Delivered
9028,7345,19,9028,2025-12-08,Delivered
9029,3720,47,9029,2025-08-17,Delivered
9030,1526,59,9030,2025-05-07,Delivered
9031,4390,2,9031,2025-10-11,Delivered
9032,9850,67,9032,2026-04-29,Delivered
9033,4931,97,9033,2026-05-25,Delivered
9034,9349,14,9034,2024-10-28,Delivered
9035,3158,80,9035,2025-06-28,Delivered
9036,3192,53,9036,2026-07-02,Delivered
9037,5087,70,9037,2025-05-31,Delivered
9038,7568,94,9038,2025-12-24,Returned
9039,9963,52,9039,2025-08-21,Shipped
9040,6755,96,9040,2026-02-21,Pending
9041,1112,91,9041,2025-08-15,Delivered
9042,9810,14,9042,2025-03-28,Delivered
9043,7053,56,9043,2025-07-12,Delivered
9044,8435,55,9044,2025-12-19,Delivered
9045,8564,79,9045,2024-10-10,Delivered
9046,4058,17,9046,2024-09-25,Delivered
9047,370,88,9047,2025-07-06,Delivered
9048,1646,98,9048,2026-05-11,Delivered
9049,3746,14,9049,2026-05-25,Delivered
9050,6746,9,9050,2025-02-09,Delivered
9051,3055,4,9051,2025-03-23,Delivered
9052,5297,67,9052,2026-02-06,Delivered
9053,559,30,9053,2025-02-21,Delivered
9054,5932,44,9054,2025-03-04,Delivered
9055,9865,32,9055,2025-12-27,Delivered
9056,5219,66,9056,2025-05-27,Delivered
9057,1953,58,9057,2025-03-04,Delivered
9058,5456,17,9058,2026-06-25,Delivered
9059,586,32,9059,2025-06-01,Delivered
9060,6409,77,9060,2025-07-11,Shipped
9061,8940,51,9061,2025-05-24,Delivered
9062,2820,97,9062,2025-03-17,Delivered
9063,7289,56,9063,2024-10-12,Cancelled
9064,4307,9,9064,2024-10-21,Delivered
9065,3312,32,9065,2025-03-27,Delivered
9066,3483,91,9066,2024-12-30,Returned
9067,7854,55,9067,2026-07-15,Delivered
9068,4668,87,9068,2025-06-19,Delivered
9069,6208,16,9069,2025-05-13,Delivered
9070,8494,71,9070,2025-09-28,Returned
9071,9127,16,9071,2025-06-18,Delivered
9072,7365,15,9072,2025-10-28,Delivered
9073,5077,75,9073,2026-05-12,Shipped
9074,113,50,9074,2024-09-21,Delivered
9075,9421,71,9075,2026-05-16,Cancelled
9076,5865,43,9076,2026-06-22,Delivered
9077,9362,68,9077,2025-03-05,Delivered
9078,2836,65,9078,2026-07-22,Delivered
9079,9954,39,9079,2025-07-25,Delivered
9080,881,30,9080,2026-05-29,Delivered
9081,7668,78,9081,2026-05-14,Returned
9082,9256,59,9082,2026-06-26,Cancelled
9083,2351,72,9083,2025-04-16,Delivered
9084,4033,80,9084,2024-10-14,Delivered
9085,721,70,9085,2025-12-08,Delivered
9086,1084,75,9086,2025-02-23,Delivered
9087,2716,58,9087,2026-02-18,Delivered
9088,1368,84,9088,2025-06-15,Delivered
9089,945,58,9089,2026-03-18,Delivered
9090,1795,7,9090,2025-09-23,Delivered
9091,531,91,9091,2024-11-26,Delivered
9092,7048,14,9092,2026-06-06,Delivered
9093,9319,57,9093,2026-03-22,Delivered
9094,238,60,9094,2025-01-14,Delivered
9095,8390,41,9095,2025-05-29,Delivered
9096,6591,74,9096,2024-08-09,Shipped
9097,1622,99,9097,2025-08-16,Delivered
9098,2344,79,9098,2025-12-22,Delivered
9099,7236,28,9099,2025-11-23,Delivered
9100,5992,88,9100,2025-06-04,Delivered
9101,8211,46,9101,2026-01-15,Pending
9102,652,66,9102,2025-01-20,Delivered
9103,2210,89,9103,2025-03-22,Pending
9104,981,62,9104,2025-11-14,Delivered
9105,6209,26,9105,2025-08-16,Delivered
9106,7176,43,9106,2025-01-10,Shipped
9107,9659,7,9107,2024-08-19,Delivered
9108,6900,99,9108,2024-08-19,Delivered
9109,5524,45,9109,2025-09-07,Delivered
9110,4579,27,9110,2025-08-13,Delivered
9111,3174,14,9111,2025-02-06,Cancelled
9112,5171,78,9112,2024-11-06,Delivered
9113,8100,26,9113,2024-08-20,Delivered
9114,3120,56,9114,2026-02-01,Delivered
9115,8374,43,9115,2026-02-23,Delivered
9116,4157,100,9116,2025-07-19,Cancelled
9117,5307,45,9117,2025-04-03,Delivered
9118,2896,58,9118,2026-04-19,Delivered
9119,9228,10,9119,2025-10-28,Shipped
9120,8815,2,9120,2024-12-27,Delivered
9121,3416,51,9121,2025-01-15,Delivered
9122,3420,67,9122,2025-03-23,Delivered
9123,4520,24,9123,2025-08-12,Delivered
9124,5137,82,9124,2024-09-10,Delivered
9125,6974,13,9125,2025-08-20,Pending
9126,5398,37,9126,2024-12-21,Delivered
9127,1855,82,9127,2024-09-10,Delivered
9128,6113,33,9128,2024-10-14,Cancelled
9129,2060,94,9129,2025-04-06,Pending
9130,5447,100,9130,2025-05-10,Delivered
9131,1651,89,9131,2024-09-01,Delivered
9132,6044,96,9132,2026-02-20,Delivered
9133,4045,34,9133,2026-07-08,Delivered
9134,8604,72,9134,2026-06-15,Delivered
9135,2861,77,9135,2025-05-18,Delivered
9136,3116,58,9136,2025-12-29,Delivered
9137,6922,100,9137,2026-01-31,Delivered
9138,1306,15,9138,2024-12-12,Delivered
9139,6813,74,9139,2025-09-30,Delivered
9140,1768,33,9140,2026-06-17,Delivered
9141,5467,48,9141,2024-10-03,Returned
9142,9164,52,9142,2025-09-26,Pending
9143,6938,17,9143,2026-05-13,Cancelled
9144,9537,58,9144,2024-09-30,Returned
9145,3835,93,9145,2024-10-16,Delivered
9146,8722,21,9146,2025-12-27,Delivered
9147,689,19,9147,2026-07-15,Delivered
9148,6927,63,9148,2026-01-12,Delivered
9149,8496,98,9149,2024-10-17,Returned
9150,2538,80,9150,2025-12-25,Delivered
9151,7798,63,9151,2025-12-25,Pending
9152,4065,58,9152,2024-09-12,Delivered
9153,990,37,9153,2024-10-01,Delivered
9154,4826,77,9154,2025-11-05,Delivered
9155,570,16,9155,2026-01-04,Cancelled
9156,4980,55,9156,2025-06-07,Shipped
9157,2491,78,9157,2025-05-12,Delivered
9158,7111,81,9158,2025-01-16,Delivered
9159,369,28,9159,2026-07-31,Delivered
9160,2743,89,9160,2025-03-24,Delivered
9161,3381,83,9161,2025-11-13,Delivered
9162,5471,65,9162,2025-10-12,Pending
9163,1740,53,9163,2025-06-09,Pending
9164,2217,77,9164,2026-06-16,Delivered
9165,161,72,9165,2025-03-25,Delivered
9166,7228,30,9166,2026-01-11,Delivered
9167,1599,64,9167,2026-06-15,Delivered
9168,768,46,9168,2025-08-05,Delivered
9169,2889,9,9169,2025-11-17,Delivered
9170,6049,48,9170,2024-10-21,Delivered
9171,7964,22,9171,2025-02-21,Pending
9172,1028,47,9172,2024-12-14,Delivered
9173,9823,19,9173,2025-07-05,Delivered
9174,6255,94,9174,2026-01-21,Delivered
9175,7675,3,9175,2025-12-28,Delivered
9176,5623,55,9176,2026-07-24,Delivered
9177,9922,75,9177,2025-12-27,Cancelled
9178,8121,12,9178,2025-10-15,Delivered
9179,9348,62,9179,2025-01-06,Delivered
9180,4113,19,9180,2025-05-01,Pending
9181,9668,7,9181,2025-08-25,Returned
9182,5863,32,9182,2026-06-07,Delivered
9183,6835,17,9183,2025-09-21,Delivered
9184,1156,15,9184,2025-01-29,Delivered
9185,266,43,9185,2026-07-01,Delivered
9186,8732,70,9186,2026-03-24,Delivered
9187,8010,93,9187,2025-01-13,Cancelled
9188,9251,85,9188,2026-03-27,Delivered
9189,4953,59,9189,2026-05-12,Delivered
9190,3014,93,9190,2025-06-15,Returned
9191,6360,51,9191,2025-10-13,Delivered
9192,8964,49,9192,2024-09-05,Delivered
9193,345,41,9193,2024-12-28,Delivered
9194,9197,46,9194,2026-05-23,Delivered
9195,6183,89,9195,2024-11-08,Delivered
9196,2769,37,9196,2026-03-20,Delivered
9197,7799,33,9197,2026-06-07,Delivered
9198,7267,57,9198,2025-08-30,Returned
9199,7965,68,9199,2025-11-26,Delivered
9200,9266,76,9200,2025-08-19,Delivered
9201,2187,77,9201,2025-12-22,Delivered
9202,8392,39,9202,2025-01-12,Delivered
9203,7516,84,9203,2024-08-19,Returned
9204,2677,18,9204,2024-11-17,Returned
9205,9716,56,9205,2025-12-20,Pending
9206,6137,82,9206,2025-01-26,Cancelled
9207,2331,14,9207,2025-12-10,Delivered
9208,2068,17,9208,2025-10-22,Delivered
9209,9290,21,9209,2025-04-22,Delivered
9210,6021,61,9210,2025-09-27,Delivered
9211,8960,26,9211,2024-08-27,Delivered
9212,3215,36,9212,2024-09-19,Delivered
9213,6937,51,9213,2025-01-10,Delivered
9214,8933,54,9214,2024-10-13,Pending
9215,8750,60,9215,2025-11-14,Delivered
9216,8566,60,9216,2026-04-13,Delivered
9217,8513,90,9217,2025-03-19,Delivered
9218,832,92,9218,2026-01-20,Delivered
9219,1894,34,9219,2025-05-14,Delivered
9220,3246,25,9220,2025-07-15,Delivered
9221,6641,72,9221,2026-03-02,Delivered
9222,9978,69,9222,2025-07-24,Delivered
9223,8233,28,9223,2026-05-27,Delivered
9224,5523,34,9224,2026-03-14,Delivered
9225,432,26,9225,2025-03-18,Pending
9226,6155,28,9226,2025-03-23,Returned
9227,5238,100,9227,2025-01-20,Delivered
9228,6846,91,9228,2025-07-25,Returned
9229,4977,81,9229,2025-03-13,Delivered
9230,4417,50,9230,2026-02-07,Delivered
9231,8847,52,9231,2026-06-20,Delivered
9232,4610,84,9232,2025-12-02,Delivered
9233,8902,14,9233,2025-07-12,Delivered
9234,9275,85,9234,2025-06-09,Returned
9235,544,96,9235,2025-12-26,Delivered
9236,2194,23,9236,2026-07-20,Delivered
9237,3269,39,9237,2025-11-16,Pending
9238,5000,72,9238,2025-12-18,Delivered
9239,5935,83,9239,2026-06-14,Shipped
9240,4529,93,9240,2026-07-19,Delivered
9241,2551,69,9241,2026-02-26,Delivered
9242,7257,96,9242,2025-09-02,Delivered
9243,8175,84,9243,2026-03-21,Delivered
9244,5238,19,9244,2026-06-07,Delivered
9245,6959,88,9245,2025-01-22,Delivered
9246,925,96,9246,2024-10-20,Delivered
9247,8983,25,9247,2025-07-07,Returned
9248,4321,91,9248,2025-11-07,Delivered
9249,8077,12,9249,2025-08-29,Delivered
9250,1380,59,9250,2026-06-30,Delivered
9251,4555,75,9251,2026-05-17,Delivered
9252,4528,77,9252,2026-02-06,Delivered
9253,9809,67,9253,2024-11-14,Delivered
9254,5281,13,9254,2024-09-03,Delivered
9255,6619,85,9255,2025-08-06,Delivered
9256,5445,68,9256,2025-12-13,Delivered
9257,3810,30,9257,2026-04-24,Shipped
9258,6149,64,9258,2025-06-25,Delivered
9259,1853,51,9259,2026-06-15,Delivered
9260,9040,29,9260,2024-10-06,Delivered
9261,8711,29,9261,2026-06-02,Returned
9262,6193,13,9262,2025-12-15,Delivered
9263,2574,29,9263,2025-11-15,Delivered
9264,114,43,9264,2025-09-09,Delivered
9265,2629,47,9265,2025-12-11,Delivered
9266,9775,76,9266,2026-05-17,Pending
9267,3733,27,9267,2025-04-22,Delivered
9268,6690,49,9268,2026-01-15,Delivered
9269,5729,32,9269,2026-01-23,Delivered
9270,5847,66,9270,2025-04-17,Pending
9271,2547,72,9271,2025-09-14,Delivered
9272,7329,28,9272,2024-10-08,Delivered
9273,2445,32,9273,2025-07-14,Delivered
9274,4567,51,9274,2025-08-04,Delivered
9275,1251,62,9275,2025-04-22,Delivered
9276,5354,86,9276,2025-01-24,Delivered
9277,3861,18,9277,2025-01-01,Delivered
9278,4027,71,9278,2025-04-14,Delivered
9279,196,34,9279,2025-08-30,Delivered
9280,4438,18,9280,2024-11-06,Delivered
9281,9467,83,9281,2026-03-24,Cancelled
9282,2130,81,9282,2026-06-28,Delivered
9283,2889,83,9283,2026-03-29,Delivered
9284,3068,56,9284,2025-12-08,Returned
9285,992,15,9285,2026-01-29,Delivered
9286,1531,54,9286,2026-01-13,Delivered
9287,5575,33,9287,2025-04-17,Delivered
9288,5330,65,9288,2024-12-20,Delivered
9289,1998,34,9289,2025-02-22,Delivered
9290,564,67,9290,2025-11-30,Returned
9291,8962,6,9291,2025-09-22,Delivered
9292,162,21,9292,2024-08-07,Delivered
9293,1619,69,9293,2025-04-25,Delivered
9294,5482,27,9294,2025-07-10,Delivered
9295,5492,72,9295,2026-02-03,Delivered
9296,6758,80,9296,2025-05-19,Delivered
9297,5990,79,9297,2025-11-22,Delivered
9298,1632,10,9298,2025-04-18,Delivered
9299,1304,61,9299,2026-03-11,Delivered
9300,6425,4,9300,2025-02-16,Pending
9301,6513,18,9301,2026-03-22,Returned
9302,733,14,9302,2025-12-24,Cancelled
9303,3105,49,9303,2025-10-03,Delivered
9304,2075,40,9304,2024-09-02,Delivered
9305,7538,61,9305,2026-03-26,Delivered
9306,6939,71,9306,2025-01-31,Cancelled
9307,9954,5,9307,2026-01-01,Delivered
9308,7645,69,9308,2025-10-29,Delivered
9309,2164,71,9309,2025-11-25,Delivered
9310,9460,73,9310,2026-03-30,Delivered
9311,7739,84,9311,2025-09-22,Delivered
9312,297,22,9312,2024-12-01,Delivered
9313,4050,91,9313,2024-09-13,Delivered
9314,2999,67,9314,2026-04-10,Pending
9315,1216,41,9315,2026-05-19,Delivered
9316,5681,28,9316,2026-07-04,Delivered
9317,4726,96,9317,2024-10-07,Delivered
9318,4432,100,9318,2025-07-12,Delivered
9319,442,5,9319,2026-06-22,Delivered
9320,861,58,9320,2026-06-07,Pending
9321,1021,76,9321,2025-11-19,Cancelled
9322,7970,30,9322,2025-04-19,Delivered
9323,4955,2,9323,2026-06-01,Delivered
9324,3314,71,9324,2025-09-12,Delivered
9325,6113,95,9325,2025-08-13,Delivered
9326,1476,69,9326,2024-11-09,Delivered
9327,9491,25,9327,2024-09-23,Delivered
9328,3120,53,9328,2025-11-22,Delivered
9329,241,81,9329,2025-07-09,Cancelled
9330,2738,57,9330,2025-05-19,Delivered
9331,7474,30,9331,2025-01-19,Shipped
9332,1942,94,9332,2026-03-03,Delivered
9333,4028,27,9333,2024-09-09,Delivered
9334,1024,55,9334,2025-10-02,Shipped
9335,4163,43,9335,2025-02-06,Returned
9336,7173,91,9336,2025-07-22,Delivered
9337,2974,29,9337,2025-10-06,Delivered
9338,7049,22,9338,2024-10-22,Delivered
9339,8641,47,9339,2025-11-13,Delivered
9340,1419,96,9340,2025-07-03,Delivered
9341,375,76,9341,2026-01-31,Delivered
9342,4948,33,9342,2025-02-22,Delivered
9343,4379,69,9343,2025-09-03,Delivered
9344,7956,83,9344,2025-06-08,Delivered
9345,5294,34,9345,2026-06-12,Delivered
9346,6897,49,9346,2025-08-21,Delivered
9347,4842,28,9347,2026-05-29,Delivered
9348,4070,99,9348,2025-10-14,Delivered
9349,1416,14,9349,2025-03-31,Delivered
9350,6239,70,9350,2025-12-21,Delivered
9351,9340,82,9351,2026-04-12,Pending
9352,77,21,9352,2025-05-27,Delivered
9353,3640,48,9353,2025-12-20,Delivered
9354,7830,69,9354,2025-11-09,Delivered
9355,1376,33,9355,2025-07-31,Delivered
9356,53,70,9356,2024-09-07,Shipped
9357,2319,23,9357,2025-10-31,Delivered
9358,8987,65,9358,2025-09-03,Delivered
9359,3009,30,9359,2026-07-21,Delivered
9360,8445,20,9360,2025-05-12,Delivered
9361,975,61,9361,2025-11-24,Delivered
9362,5691,71,9362,2026-07-28,Delivered
9363,2454,77,9363,2026-02-17,Delivered
9364,4298,65,9364,2024-12-21,Delivered
9365,9661,62,9365,2024-11-01,Shipped
9366,6973,78,9366,2025-01-23,Delivered
9367,9422,45,9367,2024-11-28,Delivered
9368,7370,2,9368,2024-10-05,Shipped
9369,5345,82,9369,2025-06-03,Delivered
9370,3117,95,9370,2025-11-11,Delivered
9371,10000,60,9371,2025-11-28,Delivered
9372,8715,82,9372,2025-06-27,Delivered
9373,6393,46,9373,2024-11-10,Delivered
9374,6284,87,9374,2024-09-27,Delivered
9375,974,74,9375,2026-02-11,Delivered
9376,2955,16,9376,2025-10-06,Shipped
9377,2274,8,9377,2025-07-17,Delivered
9378,7043,87,9378,2025-06-28,Delivered
9379,4197,1,9379,2026-06-20,Delivered
9380,5552,90,9380,2025-08-10,Delivered
9381,4512,3,9381,2025-09-09,Delivered
9382,9559,50,9382,2026-01-31,Delivered
9383,2172,83,9383,2025-06-12,Delivered
9384,2160,57,9384,2025-01-10,Delivered
9385,8460,84,9385,2025-06-06,Pending
9386,6647,62,9386,2026-07-11,Delivered
9387,6947,36,9387,2025-07-23,Shipped
9388,7027,80,9388,2025-04-05,Delivered
9389,2590,7,9389,2026-07-18,Delivered
9390,7298,13,9390,2025-11-15,Delivered
9391,7010,21,9391,2025-06-05,Delivered
9392,7636,12,9392,2024-08-26,Delivered
9393,937,91,9393,2025-08-09,Delivered
9394,5411,50,9394,2024-11-04,Delivered
9395,6998,44,9395,2024-10-30,Delivered
9396,4508,16,9396,2024-12-16,Delivered
9397,5887,7,9397,2025-03-23,Delivered
9398,3629,19,9398,2026-06-14,Delivered
9399,5226,57,9399,2025-08-19,Delivered
9400,3377,95,9400,2026-03-27,Delivered
9401,8924,45,9401,2026-03-28,Delivered
9402,4790,37,9402,2025-08-14,Pending
9403,2658,79,9403,2025-01-18,Delivered
9404,1188,21,9404,2025-09-05,Delivered
9405,1043,98,9405,2026-03-31,Delivered
9406,1942,19,9406,2026-01-25,Returned
9407,2222,32,9407,2025-01-22,Delivered
9408,32,11,9408,2025-12-16,Pending
9409,7983,66,9409,2025-10-14,Delivered
9410,6935,64,9410,2025-10-29,Pending
9411,8669,50,9411,2025-02-22,Delivered
9412,8094,97,9412,2026-03-02,Delivered
9413,7566,84,9413,2026-07-18,Delivered
9414,3931,61,9414,2025-01-21,Delivered
9415,7063,62,9415,2026-05-28,Delivered
9416,8769,42,9416,2026-02-24,Delivered
9417,8995,40,9417,2025-11-26,Cancelled
9418,1787,56,9418,2025-02-06,Delivered
9419,6948,29,9419,2024-10-27,Delivered
9420,5773,90,9420,2025-05-13,Delivered
9421,5753,74,9421,2024-10-15,Delivered
9422,528,2,9422,2024-11-25,Delivered
9423,8553,26,9423,2024-11-17,Delivered
9424,8561,64,9424,2025-03-18,Delivered
9425,4199,85,9425,2025-07-01,Delivered
9426,3368,5,9426,2025-07-27,Delivered
9427,9125,18,9427,2025-01-02,Cancelled
9428,5753,31,9428,2026-03-02,Delivered
9429,6683,90,9429,2026-01-19,Delivered
9430,2528,95,9430,2025-03-28,Delivered
9431,8651,12,9431,2024-09-05,Delivered
9432,340,91,9432,2024-09-29,Returned
9433,7511,1,9433,2025-10-10,Delivered
9434,2658,67,9434,2025-09-14,Pending
9435,788,11,9435,2024-12-27,Delivered
9436,5767,93,9436,2025-09-13,Delivered
9437,5392,4,9437,2025-03-18,Delivered
9438,3227,68,9438,2025-11-06,Delivered
9439,9419,24,9439,2024-09-10,Delivered
9440,9309,51,9440,2025-04-07,Delivered
9441,9859,42,9441,2025-10-07,Delivered
9442,454,87,9442,2025-04-25,Delivered
9443,1338,9,9443,2024-12-22,Cancelled
9444,8225,72,9444,2025-04-03,Delivered
9445,9297,91,9445,2025-10-21,Delivered
9446,5864,62,9446,2025-12-28,Delivered
9447,7141,9,9447,2024-11-18,Pending
9448,4216,96,9448,2025-07-29,Delivered
9449,659,6,9449,2026-07-23,Delivered
9450,6839,50,9450,2025-10-11,Delivered
9451,4014,23,9451,2026-03-15,Delivered
9452,9419,13,9452,2025-09-08,Delivered
9453,1089,59,9453,2024-10-19,Delivered
9454,8199,4,9454,2026-03-29,Delivered
9455,8412,18,9455,2025-12-07,Delivered
9456,2511,83,9456,2026-01-29,Delivered
9457,2825,90,9457,2024-12-25,Delivered
9458,4686,84,9458,2025-10-30,Cancelled
9459,3162,17,9459,2026-05-01,Pending
9460,8894,91,9460,2026-02-22,Returned
9461,6037,86,9461,2026-06-13,Delivered
9462,5022,65,9462,2026-05-20,Delivered
9463,1639,53,9463,2025-09-01,Cancelled
9464,1299,17,9464,2024-12-13,Delivered
9465,9379,87,9465,2025-01-15,Delivered
9466,3101,6,9466,2025-01-10,Pending
9467,9250,17,9467,2026-03-14,Delivered
9468,7069,48,9468,2024-11-07,Delivered
9469,8521,65,9469,2024-09-12,Shipped
9470,2234,79,9470,2026-02-15,Delivered
9471,3064,98,9471,2024-10-08,Delivered
9472,1009,36,9472,2024-10-07,Delivered
9473,2760,78,9473,2026-05-21,Delivered
9474,774,29,9474,2026-05-20,Delivered
9475,6091,94,9475,2025-06-19,Delivered
9476,309,93,9476,2024-12-03,Delivered
9477,1905,29,9477,2025-11-13,Delivered
9478,769,98,9478,2025-08-14,Delivered
9479,9144,92,9479,2025-05-15,Delivered
9480,7793,24,9480,2024-10-06,Delivered
9481,4849,77,9481,2025-02-27,Delivered
9482,2822,45,9482,2025-01-20,Delivered
9483,7222,60,9483,2024-10-10,Delivered
9484,4056,56,9484,2025-05-07,Shipped
9485,1812,19,9485,2024-12-09,Shipped
9486,5779,56,9486,2026-03-30,Delivered
9487,654,39,9487,2026-02-26,Pending
9488,8137,37,9488,2025-03-08,Delivered
9489,6686,69,9489,2024-11-06,Shipped
9490,5717,76,9490,2025-01-21,Delivered
9491,9362,71,9491,2024-11-10,Delivered
9492,914,23,9492,2025-09-30,Cancelled
9493,2125,55,9493,2025-04-09,Delivered
9494,2822,33,9494,2025-12-14,Delivered
9495,9666,95,9495,2025-03-14,Pending
9496,5544,39,9496,2026-03-04,Delivered
9497,3858,68,9497,2025-01-19,Delivered
9498,2753,2,9498,2025-03-20,Delivered
9499,5199,85,9499,2025-05-19,Delivered
9500,9807,67,9500,2026-06-10,Delivered
9501,8814,19,9501,2024-09-27,Delivered
9502,2603,1,9502,2026-07-11,Delivered
9503,7871,24,9503,2026-08-04,Delivered
9504,186,32,9504,2026-03-21,Returned
9505,3889,59,9505,2025-10-14,Delivered
9506,1266,91,9506,2025-02-10,Delivered
9507,6144,46,9507,2024-09-09,Delivered
9508,6396,3,9508,2025-03-02,Cancelled
9509,1991,89,9509,2025-07-17,Delivered
9510,7553,6,9510,2026-06-22,Delivered
9511,7031,34,9511,2025-02-22,Delivered
9512,4240,47,9512,2026-02-06,Returned
9513,9700,2,9513,2026-05-14,Delivered
9514,306,82,9514,2024-10-21,Delivered
9515,230,90,9515,2025-06-18,Delivered
9516,3803,52,9516,2025-05-26,Delivered
9517,6998,80,9517,2025-11-04,Delivered
9518,5565,89,9518,2025-05-23,Delivered
9519,7717,40,9519,2025-12-20,Shipped
9520,6965,55,9520,2026-01-08,Delivered
9521,6745,68,9521,2025-02-25,Delivered
9522,4154,78,9522,2025-11-22,Delivered
9523,4435,4,9523,2024-08-28,Delivered
9524,4384,3,9524,2025-10-29,Delivered
9525,2349,57,9525,2026-06-09,Delivered
9526,6518,39,9526,2025-12-08,Delivered
9527,9778,69,9527,2025-02-19,Delivered
9528,1677,66,9528,2026-07-20,Delivered
9529,2456,51,9529,2024-08-21,Delivered
9530,3614,67,9530,2026-04-01,Pending
9531,4670,18,9531,2025-10-26,Delivered
9532,8213,67,9532,2024-08-17,Delivered
9533,5348,3,9533,2025-02-04,Delivered
9534,974,25,9534,2026-05-28,Returned
9535,3024,59,9535,2026-07-18,Delivered
9536,5464,72,9536,2026-01-05,Cancelled
9537,398,96,9537,2026-04-16,Delivered
9538,503,91,9538,2025-12-07,Delivered
9539,2849,6,9539,2026-03-28,Delivered
9540,7793,27,9540,2025-02-23,Cancelled
9541,9297,4,9541,2025-11-06,Delivered
9542,8558,10,9542,2025-04-20,Delivered
9543,1723,64,9543,2026-03-12,Shipped
9544,8163,20,9544,2025-11-30,Delivered
9545,4572,17,9545,2025-02-08,Delivered
9546,5212,77,9546,2025-12-11,Cancelled
9547,8328,72,9547,2026-08-03,Returned
9548,5170,99,9548,2025-06-30,Delivered
9549,1607,92,9549,2025-04-19,Delivered
9550,5435,30,9550,2026-01-30,Delivered
9551,1059,59,9551,2025-10-28,Delivered
9552,1938,39,9552,2025-01-26,Delivered
9553,7174,45,9553,2025-06-21,Delivered
9554,122,63,9554,2026-06-17,Delivered
9555,8830,9,9555,2026-08-04,Delivered
9556,5629,19,9556,2025-08-16,Shipped
9557,6712,20,9557,2025-09-24,Delivered
9558,5072,72,9558,2025-02-21,Delivered
9559,695,16,9559,2025-04-04,Delivered
9560,9375,21,9560,2026-06-26,Delivered
9561,2350,30,9561,2025-04-10,Returned
9562,5717,53,9562,2024-12-05,Delivered
9563,4301,1,9563,2025-06-08,Pending
9564,866,29,9564,2024-12-25,Delivered
9565,7542,31,9565,2025-06-20,Delivered
9566,4553,98,9566,2026-02-05,Cancelled
9567,5299,31,9567,2025-07-15,Delivered
9568,2526,47,9568,2025-09-24,Delivered
9569,591,83,9569,2026-01-13,Delivered
9570,9961,13,9570,2025-09-29,Delivered
9571,6471,88,9571,2025-05-22,Delivered
9572,8508,94,9572,2026-08-03,Delivered
9573,1724,63,9573,2025-08-16,Delivered
9574,5519,99,9574,2026-01-18,Pending
9575,6682,13,9575,2025-03-08,Delivered
9576,3946,3,9576,2024-11-21,Delivered
9577,3509,40,9577,2026-01-01,Delivered
9578,6140,64,9578,2025-12-16,Delivered
9579,8915,40,9579,2025-02-14,Returned
9580,8312,11,9580,2024-08-16,Pending
9581,660,80,9581,2024-12-08,Pending
9582,1785,18,9582,2025-09-21,Delivered
9583,5741,85,9583,2024-08-22,Delivered
9584,5906,32,9584,2025-09-29,Delivered
9585,1142,55,9585,2025-03-08,Shipped
9586,8337,29,9586,2024-08-06,Pending
9587,2336,35,9587,2026-07-05,Delivered
9588,4799,74,9588,2026-01-14,Delivered
9589,1274,29,9589,2026-02-18,Delivered
9590,1848,60,9590,2026-05-06,Delivered
9591,1777,98,9591,2025-12-25,Delivered
9592,5802,9,9592,2025-07-04,Delivered
9593,4174,47,9593,2026-05-04,Returned
9594,9541,42,9594,2025-07-19,Delivered
9595,3015,21,9595,2026-02-28,Cancelled
9596,4496,19,9596,2026-05-08,Delivered
9597,4665,66,9597,2025-06-24,Delivered
9598,2324,67,9598,2025-05-01,Delivered
9599,9274,2,9599,2024-08-06,Returned
9600,2553,18,9600,2025-01-02,Delivered
9601,3707,48,9601,2025-01-01,Pending
9602,3409,27,9602,2024-12-08,Delivered
9603,2865,49,9603,2025-11-24,Delivered
9604,2161,22,9604,2025-01-10,Delivered
9605,9659,14,9605,2025-09-22,Cancelled
9606,3198,81,9606,2024-11-21,Returned
9607,8591,89,9607,2024-08-07,Delivered
9608,3096,51,9608,2025-08-21,Delivered
9609,4252,1,9609,2025-03-09,Delivered
9610,2017,31,9610,2025-01-15,Delivered
9611,9165,23,9611,2025-04-06,Delivered
9612,654,26,9612,2024-11-11,Delivered
9613,471,28,9613,2025-11-23,Delivered
9614,4760,59,9614,2026-05-30,Cancelled
9615,7304,80,9615,2026-06-27,Delivered
9616,637,24,9616,2025-08-19,Pending
